"Nama Armada","No. perangkat","No. Reg.","Waktu Mulai","Lin.","Buj.","Alamat","Waktu Berakhir","Lin.","Buj.","Alamat","Waktu Mengemudi (hh:mm:ss)","Jarak Tempuh (km)"
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/11 17:55:41","-6.969673","107.612185","Warung Nasi Riska Rahayu Alengka, Jalan Cisirung, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","2026/03/11 18:02:11","-6.969472","107.612010","Karedok Riska Rahayu Alengka, Jalan Cisirung, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","0:06:30",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/11 19:23:10","-6.969520","107.612035","Karedok Riska Rahayu Alengka, Jalan Cisirung, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","2026/03/11 20:20:40","-6.966758","107.681440","Derwati Mas Utara 18-A, Bandung City 40295, JR, Indonesia","0:57:30",11
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/11 20:21:42","-6.966758","107.681440","Derwati Mas Utara 18-A, Bandung City 40295, JR, Indonesia","2026/03/11 20:28:41","-6.966880","107.681493","Derwati Mas Utara 18-A, Bandung City 40295, JR, Indonesia","0:06:59",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/11 20:30:49","-6.966880","107.681493","Derwati Mas Utara 18-A, Bandung City 40295, JR, Indonesia","2026/03/11 23:51:38","-6.788363","108.643433","SMP PANDA II, Jalan Raya Cirebon - Brebes, Astanajapura 45181, West Java, Indonesia","3:20:49",136
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/11 23:55:35","-6.788363","108.643433","SMP PANDA II, Jalan Raya Cirebon - Brebes, Astanajapura 45181, West Java, Indonesia","2026/03/11 23:59:28","-6.788458","108.646828","SMP PANDA II, Jalan Raya Cirebon - Brebes, Astanajapura 45181, West Java, Indonesia","0:03:52",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 00:04:49","-6.788458","108.646828","SMP PANDA II, Jalan Raya Cirebon - Brebes, Astanajapura 45181, West Java, Indonesia","2026/03/12 01:42:39","-6.850900","109.109948",,"1:37:50",57
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 01:45:01","-6.850822","109.109900",,"2026/03/12 01:45:09","-6.850822","109.109900",,"0:00:07",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 01:46:47","-6.850822","109.109900",,"2026/03/12 01:52:26","-6.850748","109.109847",,"0:05:39",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 02:17:43","-6.850748","109.109847",,"2026/03/12 06:24:14","-7.064797","110.412653","SPBU 44.502.02, Jalan Jenderal Anton Sujarwo, Semarang 50264, JT, Indonesia","4:06:30",169
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 06:30:03","-7.064837","110.412573","SPBU 44.502.02, Jalan Jenderal Anton Sujarwo, Semarang 50264, JT, Indonesia","2026/03/12 14:10:17","-7.223763","112.658618","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","7:40:14",371
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 14:32:02","-7.223763","112.658618","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/12 14:38:57","-7.223715","112.658615","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:06:54",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 14:46:14","-7.223715","112.658615","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/12 14:52:23","-7.223877","112.658815","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:06:08",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 16:46:52","-7.223968","112.658828","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/12 18:56:11","-7.223968","112.658828","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2:09:19",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 20:21:10","-7.223865","112.658882","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/12 20:32:37","-7.214828","112.653713","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","0:11:27",1
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 20:33:09","-7.214828","112.653713","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","2026/03/12 20:34:04","-7.214272","112.653525","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","0:00:55",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 20:41:04","-7.214272","112.653525","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","2026/03/12 20:41:47","-7.214128","112.653312","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","0:00:43",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 20:43:13","-7.214128","112.653312","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","2026/03/12 20:43:36","-7.214098","112.653242","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","0:00:22",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 20:46:06","-7.214098","112.653242","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","2026/03/12 20:46:38","-7.214015","112.653162","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","0:00:31",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 20:49:12","-7.214015","112.653162","Masjid Al Ghorib, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","2026/03/12 20:49:35","-7.213860","112.653115","Pertamina, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","0:00:23",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 20:56:59","-7.213860","112.653115","Pertamina, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 57378, JI, Indonesia","2026/03/12 21:12:41","-7.223445","112.659757","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:15:41",1
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 21:23:31","-7.223445","112.659757","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/12 21:25:44","-7.223412","112.659758","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:02:12",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 22:17:05","-7.223412","112.659758","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/12 22:39:11","-7.224052","112.659063","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:22:06",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/12 22:42:06","-7.224052","112.659063","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/12 22:43:08","-7.224052","112.659063","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:01:01",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/13 01:28:26","-7.224010","112.659088","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/13 11:00:46","-6.921612","109.862557","Rest Area KM 360, Jalan Tol Semarang–Batang, Kuripan 51262, Central Java, Indonesia","9:32:19",417
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/13 11:40:51","-6.921612","109.862557","Rest Area KM 360, Jalan Tol Semarang–Batang, Kuripan 51262, Central Java, Indonesia","2026/03/13 11:47:11","-6.920783","109.861855","Rest Area KM 360, Jalan Tol Semarang–Batang, Kuripan 51262, Central Java, Indonesia","0:06:20",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/13 11:51:23","-6.920783","109.861855","Rest Area KM 360, Jalan Tol Semarang–Batang, Kuripan 51262, Central Java, Indonesia","2026/03/13 18:32:09","-6.968177","107.615275","Pertamina, Jalan Mohammad Toha No 33, Kec. Dayeuhkolot, Bandung City 40255, JR, Indonesia","6:40:46",289
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/13 18:37:20","-6.968137","107.615250","Pertamina, Jalan Mohammad Toha No 33, Kec. Dayeuhkolot, Bandung City 40255, JR, Indonesia","2026/03/13 18:41:57","-6.969575","107.612510","Palasari Ceres, Jalan Dayeuhkolot, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","0:04:37",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/13 18:42:26","-6.969575","107.612510","Palasari Ceres, Jalan Dayeuhkolot, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","2026/03/13 18:48:15","-6.969550","107.612418","Palasari Ceres, Jalan Dayeuhkolot, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","0:05:49",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/13 19:14:02","-6.969577","107.612333","Palasari Ceres, Jalan Dayeuhkolot, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","2026/03/13 19:14:09","-6.969577","107.612333","Palasari Ceres, Jalan Dayeuhkolot, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","0:00:07",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/13 19:40:12","-6.969577","107.612333","Palasari Ceres, Jalan Dayeuhkolot, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","2026/03/13 19:44:21","-6.968587","107.611593","Pertamina, Jalan Mohammad Toha No 33, Kec. Dayeuhkolot, Bandung City 40255, JR, Indonesia","0:04:09",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/13 20:35:55","-6.968662","107.611430","Pertamina, Jalan Mohammad Toha No 33, Kec. Dayeuhkolot, Bandung City 40255, JR, Indonesia","2026/03/13 20:39:28","-6.968617","107.611628","Pertamina, Jalan Mohammad Toha No 33, Kec. Dayeuhkolot, Bandung City 40255, JR, Indonesia","0:03:33",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/13 22:10:42","-6.968610","107.611637","Pertamina, Jalan Mohammad Toha No 33, Kec. Dayeuhkolot, Bandung City 40255, JR, Indonesia","2026/03/13 22:24:10","-6.969720","107.612192","Warung Nasi Riska Rahayu Alengka, Jalan Cisirung, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","0:13:28",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/14 00:30:04","-6.969890","107.612232","Warung Nasi Riska Rahayu Alengka, Jalan Cisirung, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","2026/03/14 00:38:12","-6.969507","107.611857","Karedok Riska Rahayu Alengka, Jalan Cisirung, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","0:08:07",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/14 04:58:15","-6.969427","107.611813","Karedok Riska Rahayu Alengka, Jalan Cisirung, Kawasan Industri Dayeuhkolot, Dayeuhkolot 40257, JR, Indonesia","2026/03/14 05:51:20","-6.966898","107.681478","Derwati Mas Utara 18-A, Bandung City 40295, JR, Indonesia","0:53:05",11
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/14 05:56:39","-6.966898","107.681478","Derwati Mas Utara 18-A, Bandung City 40295, JR, Indonesia","2026/03/14 05:58:32","-6.968492","107.681923","Derwati Mas Utara 18-A, Bandung City 40295, JR, Indonesia","0:01:53",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/14 06:08:44","-6.968492","107.681923","Derwati Mas Utara 18-A, Bandung City 40295, JR, Indonesia","2026/03/14 06:37:18","-6.958045","107.781217","Alfamart, Jalan Raya Cicalengka, Mekargalih 40394, JR, Indonesia","0:28:34",12
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/14 06:37:56","-6.958045","107.781217","Alfamart, Jalan Raya Cicalengka, Mekargalih 40394, JR, Indonesia","2026/03/14 06:38:32","-6.958045","107.781217","Alfamart, Jalan Raya Cicalengka, Mekargalih 40394, JR, Indonesia","0:00:36",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/14 08:05:05","-6.958045","107.781217","Alfamart, Jalan Raya Cicalengka, Mekargalih 40394, JR, Indonesia","2026/03/14 22:31:59","-7.172398","112.594945","DINAS PEKERJAAN UMUM DAN TATA RUANG KABUPATEN GRESIK, Jalan Dokter Wahidin Sudirohusodo 247, Kembangan 61124, JI, Indonesia","14:26:54",676
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/14 23:21:20","-7.172398","112.594945","DINAS PEKERJAAN UMUM DAN TATA RUANG KABUPATEN GRESIK, Jalan Dokter Wahidin Sudirohusodo 247, Kembangan 61124, JI, Indonesia","2026/03/14 23:23:22","-7.172162","112.594883","DINAS PEKERJAAN UMUM DAN TATA RUANG KABUPATEN GRESIK, Jalan Dokter Wahidin Sudirohusodo 247, Kembangan 61124, JI, Indonesia","0:02:02",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/15 00:14:24","-7.172072","112.594865","DINAS PEKERJAAN UMUM DAN TATA RUANG KABUPATEN GRESIK, Jalan Dokter Wahidin Sudirohusodo 247, Kembangan 61124, JI, Indonesia","2026/03/15 00:51:43","-7.223673","112.658632","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:37:18",17
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/15 00:56:37","-7.223673","112.658632","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/15 01:03:35","-7.223802","112.658787","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:06:58",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/15 01:05:06","-7.223802","112.658787","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/15 01:05:13","-7.223802","112.658787","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:00:07",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/15 03:29:21","-7.223830","112.658938","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/15 03:34:43","-7.223770","112.658877","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:05:22",0
"PT Aliansi","864636060627664","B 9928 TEZ","2026/03/15 03:36:06","-7.223770","112.658877","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","2026/03/15 03:38:45","-7.223835","112.658942","Kantor Kelurahan Tambak Osowilangun, Jalan Tambak Oso Wilangon, Tambak Oso Wilangon, Surabaya 60198, JI, Indonesia","0:02:39",0
